,Name,Address,Geocodes
153,George Krapf Jr & Sons Inc,"120 Springton Rd, Glenmoore, PA 19343, USA","{'lat': 40.0525144, 'lng': -75.7844763}"
154,George Krapf Junior & Sons Inc,"120 Springton Rd, Glenmoore, PA 19343, USA","{'lat': 40.0525144, 'lng': -75.7844763}"
155,"George Krapf, Jr. Sons, Inc Sc","120 Springton Rd, Glenmoore, PA 19343, USA","{'lat': 40.0525144, 'lng': -75.7844763}"
156,George Krapf Jr Sons Inc,"120 Springton Rd, Glenmoore, PA 19343, USA","{'lat': 40.0525144, 'lng': -75.7844763}"
157,"George Krapf Jr. And Sons, Inc.","120 Springton Rd, Glenmoore, PA 19343, USA","{'lat': 40.0525144, 'lng': -75.7844763}"
158,"George Krapf, Jr. Sons, Inc School Transportation","120 Springton Rd, Glenmoore, PA 19343, USA","{'lat': 40.0525144, 'lng': -75.7844763}"
159,Althouse Transportation Inc,"342 Althouse Rd, Cochranville, PA 19330, USA","{'lat': 39.8831435, 'lng': -75.93493810000001}"
160,On The Go Kids Inc,"308 National Rd, Exton, PA 19341, USA","{'lat': 40.0168154, 'lng': -75.6367765}"
161,George Krapf Jr & Sons Inc,"2058 Charlestown Rd, Malvern, PA 19355, USA","{'lat': 40.0792802, 'lng': -75.5429091}"
162,Keller Transportation Inc,"4472 Gallant Green Rd, Waldorf, MD 20601, USA","{'lat': 38.5886711, 'lng': -76.79320369999999}"
163,Dyson Bus Service Inc,"9105 Poorhouse Rd, Port Tobacco, MD 20677, USA","{'lat': 38.51960210000001, 'lng': -77.07346749999999}"
164,Ciufo Bus Svc,"345 Paradise Rd, Salinas, CA 93907, USA","{'lat': 36.8157696, 'lng': -121.7025561}"
165,R E Wilson & Sons School Bus,"1578 Severn Chapel Rd, Crownsville, MD 21032, USA","{'lat': 39.04358149999999, 'lng': -76.63824009999999}"
166,Hubers Bus Svc Inc,"45 Bremer Dr, Glen Burnie, MD 21061, USA","{'lat': 39.1791775, 'lng': -76.6362867}"
