,Name,Address,Geocodes
215,Hunterdon County Educational,"2026 NJ-31 #7, Glen Gardner, NJ 08826, USA","{'lat': 40.6812189, 'lng': -74.9211097}"
216,Browntown Bus Svc,"336 Ticetown Rd, Old Bridge, NJ 08857, USA","{'lat': 40.3926019, 'lng': -74.26258}"
217,Joy Transport,"383 Somerset St, Somerset, NJ 08873, USA","{'lat': 40.4911035, 'lng': -74.4602792}"
218,Atlantic Express Transportatio,"7 North St, Weaverville, NC 28787, USA","{'lat': 35.6915, 'lng': -82.5618011}"
219,Atlantic Express Transportation Group Inc,"7 North St, Weaverville, NC 28787, USA","{'lat': 35.6915, 'lng': -82.5618011}"
220,Winsale Inc,"7 North St, Weaverville, NC 28787, USA","{'lat': 35.6915, 'lng': -82.5618011}"
221,Island Charter Inc,"380 Chelsea Rd, Staten Island, NY 10314, USA","{'lat': 40.6094398, 'lng': -74.1883532}"
222,Selby Transportation Corp,"3900 Webster Ave, The Bronx, NY 10467, USA","{'lat': 40.8883021, 'lng': -73.8670374}"
223,Chappaqua Transportation Inc,"130 Hunts Ln, Chappaqua, NY 10514, USA","{'lat': 41.1619531, 'lng': -73.7718256}"
224,Chappaqua Transportation Inc,"110 Hunt Ln, Fredericksburg, VA 22401, USA","{'lat': 38.2907185, 'lng': -77.4918185}"
225,Hudson Valley Bus Co Inc,"6 Dogwood Rd, Netcong, NJ 07857, USA","{'lat': 40.8959662, 'lng': -74.7024076}"
226,Royal Coach Lines Inc,"PO Box 191, Carle Place, NY 11514, USA","{'lat': 40.7526357, 'lng': -73.61042189999999}"
227,Royal Coach Lines,"PO Box 191, Carle Place, NY 11514, USA","{'lat': 40.7526357, 'lng': -73.61042189999999}"
228,Baumann & Sons Buses,"1711 Front St, Billings, MT 59101, USA","{'lat': 45.73875890000001, 'lng': -108.5499265}"
229,All County Bus,"70 Fernbrook St, Yonkers, NY 10705, USA","{'lat': 40.924273, 'lng': -73.90654239999999}"
230,Royal Coach Lines Inc,"1010 Nepperhan Ave, Yonkers, NY 10703, USA","{'lat': 40.9585472, 'lng': -73.87257319999999}"
231,Mid City Transit,"8 Glenn Terrace, Otisville, NY 10963, USA","{'lat': 41.4751208, 'lng': -74.53129160000002}"
232,First Student Inc,"15 Industrial Dr, Londonderry, NH 03053, USA","{'lat': 42.9217384, 'lng': -71.4313425}"
233,Haverstraw Transit Inc,"350 Canal St Ste 2A, New York, NY 10013, USA","{'lat': 40.7205164, 'lng': -74.0040112}"
234,West Point Tours Inc,"415 Main St, New York, NY 10044, USA","{'lat': 40.75827839999999, 'lng': -73.9536439}"
235,Mid-City Transit Corporation,"518 NY-17M, Middletown, NY 10940, USA","{'lat': 41.4680293, 'lng': -74.414931}"
236,Mid City Transit Corp,"202 E Commonwealth Ave, Fullerton, CA 92836, USA","{'lat': 33.8701006, 'lng': -117.9217112}"
237,Rainbow Transit Inc,"1108 30th Ave, Astoria, NY 11102, USA","{'lat': 40.7717982, 'lng': -73.932231}"
238,Dell Transportation Corp,"20 Haven Ave, Valley Stream, NY 11580, USA","{'lat': 40.6744618, 'lng': -73.7087779}"
239,Mountainside Transportation Co,"841 Essex St, Brooklyn, NY 11208, USA","{'lat': 40.6633772, 'lng': -73.8766847}"
240,"Consolidated Bus Transit, Inc","50 Snediker Ave, Brooklyn, NY 11207, USA","{'lat': 40.6741639, 'lng': -73.90162769999999}"
241,Consolidated Bus Transit,"68 Snediker Ave, Brooklyn, NY 11207, USA","{'lat': 40.673741, 'lng': -73.9024544}"
242,Consolidated Bus Transit Inc,"50 Snediker Ave, Brooklyn, NY 11207, USA","{'lat': 40.6741639, 'lng': -73.90162769999999}"
243,Smart Pick Inc,"2548 W 13th St, Brooklyn, NY 11223, USA","{'lat': 40.5856922, 'lng': -73.9822913}"
244,Vallo Transportation,"151-17 6th Rd, Whitestone, NY 11357, USA","{'lat': 40.7962427, 'lng': -73.811947}"
245,S&s,"4516 163rd St, Flushing, NY 11358, USA","{'lat': 40.7558725, 'lng': -73.8038246}"
246,Tufaro Transit Co,"225 Van Brunt St, Brooklyn, NY 11231, USA","{'lat': 40.6804677, 'lng': -74.0087585}"
247,Logan Bus Co Inc,"97-14 Atlantic Ave, Jamaica, NY 11416, USA","{'lat': 40.6888334, 'lng': -73.8450766}"
248,Logan Bus Co,"97-14 Atlantic Ave, Jamaica, NY 11416, USA","{'lat': 40.6888334, 'lng': -73.8450766}"
249,Factory Direct Bus Sales Inc,"65-51 Fresh Meadow Ln, Flushing, NY 11365, USA","{'lat': 40.7351132, 'lng': -73.7944302}"
250,Varsity Bus Inc,"2345 87th St, East Elmhurst, NY 11369, USA","{'lat': 40.7659089, 'lng': -73.88208540000001}"
251,Jo-Lo Bus Co Inc,"145-40 155th St, Jamaica, NY 11434, USA","{'lat': 40.664885, 'lng': -73.783074}"
252,Veterans Transportation Co Inc,"OH-3, Cleveland, OH, USA","{'lat': 41.4991898, 'lng': -81.694527}"
253,Pierce Camp Birchmont Inc,"1 Mineola Ave, Roslyn, NY 11576, USA","{'lat': 40.7997845, 'lng': -73.6585188}"
254,Pierce Country Dayschool-Camps,"37 Mineola Ave, Hicksville, NY 11801, USA","{'lat': 40.7573612, 'lng': -73.50647099999999}"
255,Pierce Country Day School,"37 Mineola Ave, Hicksville, NY 11801, USA","{'lat': 40.7573612, 'lng': -73.50647099999999}"
256,Suffolk Transportation Service,"10 Moffitt Blvd, Bay Shore, NY 11706, USA","{'lat': 40.73106380000001, 'lng': -73.23516029999999}"
257,"Suffolk Transportation Systems, Inc","10 Moffitt Blvd, Bay Shore, NY 11706, USA","{'lat': 40.73106380000001, 'lng': -73.23516029999999}"
258,Suffolk Transportation Systems Inc,"10 Moffitt Blvd, Bay Shore, NY 11706, USA","{'lat': 40.73106380000001, 'lng': -73.23516029999999}"
259,Suffolk Transportation Service Inc,"10 Moffitt Blvd, Bay Shore, NY 11706, USA","{'lat': 40.73106380000001, 'lng': -73.23516029999999}"
260,Baumann & Sons Buses Inc,"3040 Veterans Memorial Hwy, Bohemia, NY 11716, USA","{'lat': 40.7876065, 'lng': -73.13933999999999}"
261,Educational Bus,"50 Court St, Brooklyn, NY 11201, USA","{'lat': 40.6924381, 'lng': -73.9913997}"
262,Educational Bus Transportation,"50 Court St, Brooklyn, NY 11201, USA","{'lat': 40.6924381, 'lng': -73.9913997}"
263,Educational Bus Transportation,"222 Hudson St, Hoboken, NJ 07030, USA","{'lat': 40.7393441, 'lng': -74.0293954}"
264,Medibus Inc,"664 Blue Point Rd, Holtsville, NY 11742, USA","{'lat': 40.8099469, 'lng': -73.03656149999999}"
265,Baumann & Sons Buses Inc,"3355 Veterans Memorial Hwy, Ronkonkoma, NY 11779, USA","{'lat': 40.7877483, 'lng': -73.1282298}"
266,Brookset Bus Corp,"3355 Veterans Memorial Hwy C, Ronkonkoma, NY 11779, USA","{'lat': 40.7877483, 'lng': -73.1282298}"
267,Sachem Centrla Schl Dist,"51 School St, Charlestown, MA 02129, USA","{'lat': 42.3779288, 'lng': -71.06396939999999}"
268,Sachem School District Trnsp,"51 School St, Charlestown, MA 02129, USA","{'lat': 42.3779288, 'lng': -71.06396939999999}"
269,Sachem Central School District,"51 School St, Charlestown, MA 02129, USA","{'lat': 42.3779288, 'lng': -71.06396939999999}"
270,Sachem Septa,"51 School St, Charlestown, MA 02129, USA","{'lat': 42.3779288, 'lng': -71.06396939999999}"
271,Sachem High School North,"51 School St, Charlestown, MA 02129, USA","{'lat': 42.3779288, 'lng': -71.06396939999999}"
272,Sachem Centrla Schl Dist,"65 Gatelot Ave, Lake Ronkonkoma, NY 11779, USA","{'lat': 40.8332355, 'lng': -73.10444009999999}"
273,Sachem Central School District At Holbrook Transpo,"51 School St, Charlestown, MA 02129, USA","{'lat': 42.3779288, 'lng': -71.06396939999999}"
274,"Ecommerceholdings.com, Inc","7008 Coal River Rd, Comfort, WV 25049, USA","{'lat': 38.13371470000001, 'lng': -81.6173153}"
275,First Student Inc,"180 Railroad Ave, Duffield, VA 24244, USA","{'lat': 36.717694, 'lng': -82.796008}"
276,Towne Bus Corp,"75 Commercial St, Brockton, MA 02302, USA","{'lat': 42.08347380000001, 'lng': -71.0160217}"
277,"We Transport, Inc","75 Commercial St, Brockton, MA 02302, USA","{'lat': 42.08347380000001, 'lng': -71.0160217}"
278,First Student Inc,"455 W John St, Hicksville, NY 11801, USA","{'lat': 40.765417, 'lng': -73.5437687}"
279,Jaco Transportation Inc,"42 E Carl St, Hicksville, NY 11801, USA","{'lat': 40.766047, 'lng': -73.51921879999999}"
